-443804.910,-1172410.170,348.230
-443805.020,-1172409.880,348.190
-443805.140,-1172409.580,348.200
-443805.260,-1172409.260,348.180
-443805.390,-1172408.940,348.190
-443805.490,-1172408.670,348.170
-443805.620,-1172408.350,348.160
-443805.740,-1172408.050,348.160
-443805.860,-1172407.740,348.140
-443805.970,-1172407.450,348.160
-443806.080,-1172407.160,348.130
-443806.200,-1172406.860,348.070
-443806.320,-1172406.570,348.060
-443806.430,-1172406.270,348.060
-443806.550,-1172405.970,348.070
-443806.670,-1172405.670,348.060
-443806.790,-1172405.370,348.060
-443806.900,-1172405.080,348.070
-443807.020,-1172404.770,348.060
-443807.150,-1172404.450,348.060
-443807.260,-1172404.170,348.060
-443807.370,-1172403.870,348.040
-443807.500,-1172403.550,347.970
-443800.670,-1172422.120,353.080
-443800.790,-1172421.820,353.030
-443805.370,-1172410.180,348.210
-443805.480,-1172409.890,348.210
-443805.600,-1172409.590,348.200
-443805.720,-1172409.290,348.180
-443805.840,-1172408.980,348.170
-443805.950,-1172408.690,348.170
-443806.070,-1172408.380,348.160
-443806.200,-1172408.060,348.150
-443806.320,-1172407.750,348.130
-443806.430,-1172407.470,348.100
-443806.560,-1172407.150,348.120
-443806.670,-1172406.850,348.090
-443806.790,-1172406.550,348.060
-443806.910,-1172406.250,348.080
-443807.020,-1172405.960,348.060
-443807.140,-1172405.670,348.050
-443807.250,-1172405.370,348.080
-443807.370,-1172405.060,348.050
-443807.490,-1172404.760,348.050
-443807.600,-1172404.480,348.070
-443807.720,-1172404.170,348.060
-443799.370,-1172424.240,352.730
-443799.490,-1172423.940,352.830
-443799.610,-1172423.630,352.900
-443799.740,-1172423.300,353.050
-443799.850,-1172423.000,353.150
-443799.970,-1172422.710,353.260
-443800.080,-1172422.410,353.250
-443800.210,-1172422.090,353.210
-443800.320,-1172421.810,353.190
-443800.440,-1172421.500,353.090
-443800.570,-1172421.170,353.080
-443800.690,-1172420.870,353.010
-443800.800,-1172420.590,353.000
-443800.920,-1172420.290,352.940
-443801.040,-1172419.990,352.880
-443801.150,-1172419.690,352.860
-443801.270,-1172419.400,352.770
-443801.390,-1172419.090,352.750
-443801.520,-1172418.770,352.680
