-443782.940,-1172314.860,360.780
-443783.170,-1172314.270,360.980
-443783.290,-1172313.980,360.985
-443783.520,-1172313.390,360.880
-443782.380,-1172314.910,360.780
-443783.760,-1172313.660,360.960
-443784.140,-1172313.930,360.990
-443783.530,-1172313.400,360.875
-443784.170,-1172313.350,360.815
-443783.950,-1172313.540,360.910
-443783.440,-1172313.970,360.990
-443783.220,-1172314.160,360.990
-443782.990,-1172314.350,360.975
-443782.750,-1172314.560,360.960
-443782.490,-1172314.780,360.860
-443782.270,-1172314.960,360.770
-443784.040,-1172313.820,360.985
-443783.800,-1172314.020,360.990
-443783.560,-1172314.230,360.980
-443783.320,-1172314.430,360.960
-443783.080,-1172314.630,360.870
-443782.830,-1172314.840,360.815
-443782.590,-1172315.040,360.700
-443783.700,-1172313.480,360.920
-443784.020,-1172313.370,360.880
-443783.910,-1172313.620,360.930
-443784.170,-1172313.250,360.800
-443782.980,-1172314.760,360.840
-443783.300,-1172314.470,360.940
-443783.630,-1172314.170,360.980
-443783.890,-1172313.940,361.020
-443783.580,-1172313.360,360.880
-443782.240,-1172315.000,360.760
-443782.560,-1172314.710,360.930
-443782.870,-1172314.430,360.960
-443783.170,-1172314.160,361.000
-443783.450,-1172313.900,360.990
-443783.700,-1172313.680,360.970
-443783.940,-1172313.460,360.880
-443783.300,-1172314.120,360.990
-443783.090,-1172314.670,360.840
-443784.060,-1172313.760,360.985
-443784.020,-1172313.850,361.005
-443782.260,-1172315.010,360.755
-443783.070,-1172314.190,360.980
-443782.960,-1172314.490,360.960
-443782.400,-1172315.070,360.700
-443782.670,-1172314.840,360.840
-443782.910,-1172314.640,360.860
-443783.140,-1172314.450,360.960
-443783.370,-1172314.260,360.975
-443783.640,-1172314.030,360.980
-443783.960,-1172313.760,360.980
-443784.050,-1172313.680,360.960
-443783.630,-1172313.450,360.890
