-443772.020,-1172321.730,355.650,0.055
-443739.300,-1172411.650,346.990,0.079
-443740.830,-1172437.420,354.010,0.026
-443741.960,-1172437.360,354.220,0.030
-443757.210,-1172436.600,354.390,0.038
-443757.250,-1172436.490,353.980,0.055
-443757.200,-1172436.580,350.900,0.083
-443758.040,-1172436.690,354.240,0.040
-443758.070,-1172436.610,353.970,0.036
-443760.680,-1172436.460,353.930,0.026
-443761.020,-1172436.550,353.900,0.016
-443763.360,-1172436.360,350.870,0.096
-443827.560,-1172382.280,350.350,0.090
-443836.490,-1172313.470,348.060,0.072
-443820.950,-1172315.110,349.550,0.019
-443750.890,-1172296.090,354.070,0.027
-443750.800,-1172296.340,353.730,0.027
-443743.380,-1172325.770,351.710,0.031
-443715.000,-1172300.200,351.860,0.054
-443714.590,-1172300.110,351.930,0.053
-443843.790,-1172432.540,373.590,0.074
-443843.520,-1172432.540,369.040,0.068
-443757.330,-1172437.310,360.640,0.074
-443750.400,-1172437.700,360.690,0.036
-443746.870,-1172437.710,360.820,0.047
-443745.850,-1172437.830,360.960,0.076
-443739.890,-1172438.020,360.770,0.093
-443736.040,-1172437.430,357.170,0.016
-443735.810,-1172437.130,357.320,0.016
-443831.030,-1172421.700,348.260,0.050
-443737.980,-1172437.440,353.980,0.025
-443739.320,-1172437.400,354.110,0.037
-443746.200,-1172437.120,353.960,0.014
-443757.100,-1172436.580,354.350,0.036
-443760.880,-1172436.450,353.920,0.022
-443821.190,-1172315.350,349.420,0.019
-443821.010,-1172315.080,349.620,0.028
-443793.830,-1172291.380,350.490,0.018
-443743.000,-1172325.630,352.460,0.038
-443743.450,-1172325.860,351.740,0.049
-443749.880,-1172324.880,351.060,0.043
-443757.240,-1172437.320,360.760,0.072
-443756.650,-1172437.360,360.870,0.051
-443754.920,-1172437.420,360.820,0.044
-443749.150,-1172437.640,360.990,0.075
-443747.650,-1172437.700,360.860,0.088
-443746.870,-1172437.800,360.760,0.047
-443772.010,-1172321.760,355.650,0.055
