-443714.980,-1172316.130,357.970,0.058
-443714.980,-1172317.110,358.790,0.058
-443714.940,-1172317.820,359.280,0.070
-443850.870,-1172393.200,374.260,0.060
-443705.900,-1172294.340,356.480,0.037
-443714.990,-1172316.920,358.610,0.029
-443715.070,-1172316.400,358.240,0.083
-443837.270,-1172303.640,353.230,0.062
-443773.590,-1172318.930,357.530,0.089
-443715.880,-1172315.740,357.570,0.081
-443837.210,-1172303.340,352.920,0.065
-443837.020,-1172302.470,352.760,0.042
-443815.450,-1172306.320,354.600,0.072
-443815.380,-1172305.930,354.420,0.068
-443815.580,-1172307.780,355.760,0.069
-443815.660,-1172308.140,356.060,0.066
-443815.500,-1172307.850,356.390,0.068
-443715.000,-1172316.070,358.060,0.058
-443705.450,-1172321.400,362.100,0.067
