-443842.169,-1172307.890,355.088,0.002
-443841.796,-1172307.700,355.366,0.006
-443842.027,-1172307.490,355.176,0.005
-443748.715,-1172318.260,359.503,0.009
-443748.934,-1172318.051,359.322,0.010
-443748.975,-1172317.481,359.234,0.008
-443749.057,-1172317.070,359.146,0.005
-443749.615,-1172316.210,358.694,0.008
-443748.264,-1172316.631,359.632,0.010
-443749.154,-1172315.821,358.972,0.010
-443749.366,-1172315.630,358.814,0.008
-443748.147,-1172316.340,359.706,0.005
-443747.817,-1172316.161,359.906,0.005
-443746.854,-1172316.381,360.462,0.009
-443842.137,-1172307.500,355.106,0.005
-443749.697,-1172318.200,358.816,0.005
-443748.825,-1172317.830,359.393,0.009
-443748.927,-1172317.241,359.236,0.005
-443749.676,-1172316.621,358.704,0.007
-443748.137,-1172316.220,359.726,0.005
