-443838.200,-1172310.460,354.240,0.025
-443838.520,-1172308.980,355.250,0.025
-443829.880,-1172314.130,352.230,0.020
-443721.600,-1172298.900,355.470,0.009
-443704.110,-1172301.630,354.330,0.007
-443703.750,-1172301.410,354.450,0.005
-443696.890,-1172298.470,354.690,0.014
-443811.110,-1172310.270,358.200,0.077
-443805.570,-1172312.780,356.550,0.044
-443788.490,-1172315.180,360.190,0.012
-443787.090,-1172315.140,360.290,0.020
-443737.330,-1172319.810,361.730,0.016
-443721.850,-1172324.130,356.670,0.037
-443721.870,-1172322.610,357.790,0.009
-443741.030,-1172291.670,359.660,0.058
-443719.150,-1172297.480,356.520,0.009
-443699.070,-1172294.780,358.550,0.048
-443840.690,-1172432.450,355.030,0.055
-443829.780,-1172421.320,354.280,0.029
-443755.070,-1172436.410,354.500,0.056
-443770.550,-1172436.000,353.910,0.060
-443838.910,-1172309.630,354.810,0.020
-443836.620,-1172310.730,354.170,0.025
-443833.150,-1172313.640,352.370,0.009
-443832.100,-1172309.560,355.390,0.024
-443831.920,-1172309.520,355.420,0.026
-443823.950,-1172311.480,354.650,0.007
-443814.670,-1172315.460,353.730,0.006
-443809.000,-1172315.010,354.620,0.017
-443811.500,-1172315.150,354.450,0.037
-443724.110,-1172325.830,355.290,0.009
-443726.940,-1172325.280,355.430,0.028
-443697.460,-1172299.150,354.430,0.006
-443696.760,-1172298.490,354.660,0.009
-443840.430,-1172400.000,374.290,0.034
-443830.410,-1172421.480,373.900,0.021
-443825.370,-1172332.160,365.290,0.092
-443818.650,-1172310.290,357.410,0.034
-443808.960,-1172313.150,356.040,0.019
-443805.420,-1172312.740,356.660,0.060
-443795.800,-1172313.700,360.570,0.009
-443779.350,-1172316.660,359.870,0.012
-443741.520,-1172323.190,360.390,0.050
-443740.070,-1172322.670,360.590,0.024
-443737.330,-1172320.060,361.580,0.021
-443726.980,-1172323.890,356.460,0.022
-443737.990,-1172292.130,359.640,0.028
-443723.480,-1172322.210,357.950,0.016
-443708.020,-1172322.970,361.650,0.017
-443712.470,-1172296.590,355.760,0.005
-443698.070,-1172297.550,355.820,0.018
-443832.780,-1172385.510,348.740,0.052
-443838.910,-1172309.590,354.760,0.020
-443839.150,-1172309.390,354.880,0.021
-443836.660,-1172309.360,355.140,0.014
-443829.830,-1172314.100,352.280,0.020
-443824.910,-1172314.650,352.210,0.012
-443826.190,-1172312.420,353.790,0.014
-443721.820,-1172299.210,355.300,0.016
-443710.980,-1172298.780,354.530,0.017
-443844.210,-1172432.080,366.320,0.037
-443830.080,-1172330.730,371.080,0.031
-443831.300,-1172330.940,370.790,0.040
-443831.860,-1172308.910,355.900,0.010
-443810.150,-1172311.700,357.050,0.009
-443805.560,-1172312.710,356.710,0.050
-443806.650,-1172310.660,358.210,0.014
-443789.430,-1172318.910,358.680,0.007
-443786.960,-1172315.040,360.380,0.017
-443780.200,-1172317.610,359.210,0.008
-443779.140,-1172316.510,359.940,0.024
-443771.280,-1172319.350,357.920,0.040
-443767.330,-1172319.830,359.550,0.012
-443744.490,-1172320.450,358.770,0.021
-443738.260,-1172325.100,359.220,0.025
-443733.330,-1172325.750,358.230,0.029
-443723.010,-1172323.190,357.360,0.020
-443722.740,-1172322.120,358.130,0.022
-443736.090,-1172294.010,358.200,0.020
-443709.100,-1172337.230,358.560,0.066
-443712.380,-1172322.770,361.440,0.019
-443712.210,-1172295.540,356.420,0.007
-443702.410,-1172296.410,358.120,0.023
