-443709.89,-1172401.34,352.26
-443709.71,-1172401.31,352.26
-443709.41,-1172401.29,352.26
-443710.49,-1172400.93,352.28
-443708.76,-1172401.12,352.25
-443708.38,-1172400.98,352.25
-443710.89,-1172400.90,352.29
-443708.96,-1172403.43,352.18
-443709.47,-1172403.42,352.18
-443710.09,-1172403.53,352.19
-443710.99,-1172400.92,352.29
-443708.71,-1172403.46,352.17
-443708.35,-1172400.95,352.25
-443708.15,-1172400.97,352.25
-443708.51,-1172403.46,352.17
-443710.57,-1172403.46,352.19
-443710.78,-1172403.41,352.20
-443708.44,-1172403.47,352.17
-443710.99,-1172403.42,352.20
-443711.54,-1172400.61,352.30
-443708.08,-1172403.57,352.16
-443708.13,-1172403.55,352.16
-443707.72,-1172400.92,352.25
-443711.34,-1172403.42,352.21
-443707.64,-1172403.49,352.16
-443711.53,-1172403.48,352.21
-443707.59,-1172403.50,352.16
-443712.20,-1172400.57,352.31
-443707.42,-1172403.45,352.16
-443707.13,-1172400.85,352.24
-443707.15,-1172403.41,352.16
-443707.12,-1172403.41,352.15
-443711.98,-1172403.49,352.21
-443712.48,-1172401.80,352.28
-443712.51,-1172401.98,352.27
-443706.95,-1172400.88,352.24
-443706.91,-1172400.88,352.24
-443712.59,-1172402.23,352.26
-443706.66,-1172402.22,352.19
-443706.79,-1172402.73,352.17
-443712.56,-1172401.51,352.29
-443712.60,-1172402.36,352.26
-443712.45,-1172403.70,352.21
-443712.48,-1172403.06,352.23
-443712.57,-1172402.55,352.25
-443706.78,-1172400.94,352.24
-443712.57,-1172401.24,352.29
-443706.65,-1172403.09,352.16
-443706.65,-1172403.46,352.15
-443706.53,-1172401.64,352.21
-443706.61,-1172401.12,352.23
-443706.49,-1172401.86,352.20
-443706.45,-1172402.03,352.19
-443712.55,-1172403.20,352.23
-443712.63,-1172400.83,352.31
-443712.44,-1172400.36,352.32
-443706.66,-1172403.43,352.15
-443712.56,-1172400.35,352.33
-443712.58,-1172403.66,352.21
-443712.70,-1172403.36,352.22

