-443721.25,-1172329.31,352.66
-443721.49,-1172328.73,352.60
-443721.34,-1172329.93,352.66
-443721.47,-1172329.63,352.63
-443721.59,-1172329.33,352.61
-443721.70,-1172329.04,352.60
-443721.49,-1172330.64,352.64
-443721.62,-1172330.32,352.62
-443721.74,-1172330.02,352.60
-443721.86,-1172329.72,352.57
-443721.98,-1172329.42,352.54
-443722.11,-1172329.11,352.53
-443722.23,-1172328.80,352.52
-443721.36,-1172331.69,352.68
-443721.49,-1172331.38,352.64
-443721.61,-1172331.07,352.62
-443721.74,-1172330.76,352.61
-443721.85,-1172330.47,352.58
-443722.08,-1172329.90,352.53
-443722.33,-1172329.27,352.51
-443722.45,-1172328.98,352.51
-443722.57,-1172328.67,352.49
-443721.51,-1172332.59,352.69
-443721.63,-1172332.28,352.66
-443721.74,-1172332.00,352.62
-443721.87,-1172331.70,352.60
-443721.99,-1172331.38,352.56
-443722.11,-1172331.09,352.53
-443722.23,-1172330.80,352.52
-443722.35,-1172330.49,352.47
-443722.48,-1172330.17,352.47
-443722.60,-1172329.87,352.46
-443722.72,-1172329.57,352.46
-443722.85,-1172329.26,352.46
-443721.93,-1172332.53,352.60
-443722.16,-1172331.95,352.54
-443722.28,-1172331.65,352.52
-443722.40,-1172331.36,352.49
-443722.51,-1172331.07,352.47
-443722.64,-1172330.76,352.45
-443722.75,-1172330.47,352.43
-443722.88,-1172330.16,352.43
-443723.00,-1172329.85,352.43
-443723.12,-1172329.56,352.44
-443722.44,-1172332.52,352.50
-443722.80,-1172331.63,352.44
-443722.92,-1172331.34,352.43
-443723.04,-1172331.03,352.42
-443723.15,-1172330.76,352.42
-443723.27,-1172330.46,352.41
-443723.39,-1172330.15,352.41
-443722.59,-1172332.76,352.48
-443722.72,-1172332.45,352.46
-443722.84,-1172332.13,352.43
-443722.97,-1172331.83,352.42
-443723.08,-1172331.55,352.42
-443723.21,-1172331.23,352.41
-443723.16,-1172332.60,352.42
-443723.29,-1172332.27,352.41
-443723.42,-1172331.96,352.39
