-443765.67,-1172388.28,348.99
-443765.80,-1172387.96,348.98
-443765.91,-1172387.68,349.00
-443766.15,-1172387.06,349.02
-443766.26,-1172386.78,349.03
-443766.38,-1172386.47,349.02
-443766.51,-1172386.15,349.02
-443766.62,-1172385.86,349.02
-443766.73,-1172385.57,349.03
-443765.74,-1172389.04,348.98
-443765.86,-1172388.73,349.02
-443765.98,-1172388.43,349.01
-443766.10,-1172388.12,348.98
-443766.21,-1172387.84,348.99
-443766.33,-1172387.53,348.98
-443766.56,-1172386.95,349.01
-443766.68,-1172386.65,349.02
-443766.80,-1172386.33,349.01
-443766.92,-1172386.04,349.02
-443767.03,-1172385.76,348.99
-443767.15,-1172385.45,349.03
-443767.27,-1172385.14,349.03
-443767.39,-1172384.84,349.00
-443767.44,-1172385.70,348.99
-443767.56,-1172385.39,349.00
-443767.68,-1172385.10,349.04
-443767.79,-1172384.80,349.03
-443766.03,-1172389.30,348.99
-443766.14,-1172389.01,349.00
-443766.27,-1172388.69,348.99
-443766.39,-1172388.39,348.99
-443766.51,-1172388.09,349.01
-443766.86,-1172387.18,348.98
-443767.10,-1172386.58,349.00
-443767.22,-1172386.28,349.00
-443767.32,-1172386.00,349.01
-443766.41,-1172389.31,348.97
-443766.52,-1172389.02,348.96
-443766.64,-1172388.72,349.00
-443766.89,-1172388.08,348.99
-443767.00,-1172387.81,349.00
-443767.12,-1172387.49,349.01
-443767.24,-1172387.18,348.99
-443767.48,-1172386.57,349.00
-443767.60,-1172386.25,349.01
-443767.95,-1172385.36,349.02
-443768.07,-1172385.07,349.03
-443768.18,-1172384.79,349.06
-443766.70,-1172389.65,348.97
-443767.06,-1172388.72,348.97
-443767.31,-1172388.09,348.99
-443767.42,-1172387.80,348.99
-443767.53,-1172387.51,348.98
-443767.65,-1172387.21,348.96
-443767.23,-1172388.97,349.00
-443767.70,-1172387.76,348.98
-443767.83,-1172387.45,348.98
-443767.55,-1172389.99,348.96
-443767.67,-1172389.68,348.97
-443768.01,-1172388.80,348.99
-443767.92,-1172390.21,348.96
-443768.05,-1172389.90,348.96
-443768.17,-1172389.59,348.98
-443768.29,-1172389.28,348.98
-443767.66,-1172384.64,349.05
-443767.40,-1172384.85,349.05
-443767.17,-1172385.05,349.05
-443766.93,-1172385.25,349.04
-443766.68,-1172385.46,349.05
-443766.45,-1172385.66,349.03
-443766.20,-1172385.87,349.01
-443767.91,-1172384.84,349.06
-443767.66,-1172385.05,349.06
-443767.41,-1172385.27,349.05
-443767.17,-1172385.47,349.01
-443766.67,-1172385.89,349.04
-443766.42,-1172386.10,349.02
-443766.18,-1172386.31,349.03
-443768.17,-1172385.19,349.06
-443767.93,-1172385.39,349.05
-443767.66,-1172385.62,349.01
-443767.42,-1172385.82,349.03
-443767.19,-1172386.02,349.05
-443766.93,-1172386.24,349.02
-443766.67,-1172386.46,349.02
-443766.43,-1172386.67,349.04
-443766.19,-1172386.87,349.03
-443767.49,-1172386.21,349.03
-443767.26,-1172386.41,349.05
-443767.03,-1172386.61,349.03
-443766.79,-1172386.81,349.03
-443766.53,-1172387.03,349.04
-443766.27,-1172387.25,349.03
-443766.04,-1172387.45,349.04
-443767.40,-1172386.72,349.01
-443766.87,-1172387.16,349.02
-443766.14,-1172387.79,349.01
-443765.89,-1172388.00,349.02
-443767.34,-1172387.12,349.02
-443767.08,-1172387.34,349.00
-443766.35,-1172387.96,349.00
-443765.84,-1172388.39,349.06
-443767.81,-1172387.25,349.01
-443767.58,-1172387.45,349.00
-443767.33,-1172387.66,349.00
-443767.08,-1172387.88,349.00
-443766.84,-1172388.08,348.98
-443766.59,-1172388.29,349.01
-443766.35,-1172388.50,348.98
-443766.10,-1172388.71,349.01
-443765.86,-1172388.91,349.01
-443766.32,-1172389.03,348.99
-443766.08,-1172389.23,349.00
-443765.83,-1172389.44,349.03
-443766.78,-1172389.17,348.99
-443766.80,-1172389.55,348.98
-443768.24,-1172388.85,349.01
-443768.00,-1172389.05,349.00
-443768.32,-1172389.27,349.02
-443768.05,-1172389.49,348.98
-443767.80,-1172389.70,349.00
-443767.55,-1172389.92,349.00
-443768.28,-1172389.72,349.02
-443768.03,-1172389.93,348.98
-443767.80,-1172390.12,348.96
-443766.17,-1172386.38,349.02
-443766.04,-1172386.71,349.05
-443766.61,-1172385.30,349.00
-443766.32,-1172386.01,349.01
-443767.09,-1172385.29,348.99
-443766.94,-1172385.65,348.99
-443766.80,-1172385.98,348.98
-443766.65,-1172386.36,348.98
-443766.51,-1172386.71,349.02
-443766.07,-1172387.78,349.01
-443767.40,-1172385.41,348.99
-443767.27,-1172385.74,349.00
-443767.12,-1172386.12,348.99
-443766.96,-1172386.49,349.00
-443766.81,-1172386.85,348.97
-443766.37,-1172387.93,348.96
-443766.24,-1172388.27,348.99
-443766.09,-1172388.62,349.01
-443765.96,-1172388.94,349.04
-443767.98,-1172385.41,348.97
-443767.55,-1172386.46,349.01
-443767.26,-1172387.15,348.98
-443767.12,-1172387.50,348.99
-443766.98,-1172387.86,349.00
-443766.84,-1172388.20,348.98
-443766.55,-1172388.91,348.97
-443766.40,-1172389.27,348.97
-443767.66,-1172387.31,348.93
-443767.51,-1172387.67,348.93
-443767.38,-1172388.01,348.93
-443767.07,-1172388.75,348.94
-443766.64,-1172389.81,348.93
-443767.93,-1172388.77,348.95
-443768.20,-1172389.41,348.92
-443768.06,-1172389.77,348.95
-443767.91,-1172390.14,348.90
-443766.23,-1172385.80,348.96
-443766.54,-1172385.52,349.01
-443767.41,-1172384.73,349.09
-443766.44,-1172385.99,348.96
-443766.72,-1172385.74,348.97
-443767.00,-1172385.48,349.01
-443767.30,-1172385.21,349.01
-443767.58,-1172384.96,349.01
-443767.84,-1172384.72,349.03
